"sentence","label","tokens"
"I would buy a mid range laptop, no more than €300. I would probably buy a cheaper brand like Asus. I would probably get a netbook as I would mainly be using it to surf the web.  ",2,"would|buy|mid|range|laptop|no|more|than|would|probably|buy|cheaper|brand|like|asus|would|probably|get|netbook|as|would|mainly|be|using|it|to|surf|the|web"
"i would want a deep blue jean jacket with a Burberry collar. i will also prefer it to be a button down rather than zip up.",2,"would|want|deep|blue|jean|jacket|with|burberry|collar|will|also|prefer|it|to|be|button|down|rather|than|zip|up"
"Apple Air - small, portable laptop that is efficient, high performing and yet compact and good for travel",2,"apple|air|small|portable|laptop|that|is|efficient|high|performing|and|yet|compact|and|good|for|travel"
"The laptop that I lost was one that I only used occasionally when I travel because I normally use my desktop one while at home. It had a really nice feature that I would like to see in new on which was a screen that flipped around to become a tablet. You could also use this laptop in touch screen mode which at first I thought I wouldn't like, but after using it a few times really liked it.",2,"the|laptop|that|lost|was|one|that|only|used|occasionally|when|travel|because|normally|use|my|desktop|one|while|at|home|it|had|really|nice|feature|that|would|like|to|see|in|new|on|which|was|screen|that|flipped|around|to|become|tablet|you|could|also|use|this|laptop|in|touch|screen|mode|which|at|first|thought|wouldn|like|but|after|using|it|few|times|really|liked|it"
"It is a white denim jacket with an A-line cut, two pockets and tortoiseshell buttons. The jacket is very slightly cropped and from Weekday.",2,"it|is|white|denim|jacket|with|an|line|cut|two|pockets|and|tortoiseshell|buttons|the|jacket|is|very|slightly|cropped|and|from|weekday"
"Not too concerned with the make of the laptop. Spec wise, it doesn't need that much processing power as i only use it for work related tasks and watching videos. The screen will need to be at least 15 inches as i find anything less would be too small. No need for an onboard graphics card.",2,"not|too|concerned|with|the|make|of|the|laptop|spec|wise|it|doesn|need|that|much|processing|power|as|only|use|it|for|work|related|tasks|and|watching|videos|the|screen|will|need|to|be|at|least|inches|as|find|anything|less|would|be|too|small|no|need|for|an|onboard|graphics|card"
"I would purchase a MacBook Pro directly from Apple with a 16"" screen. I would choose the option with 512gb of storage. ",2,"would|purchase|macbook|pro|directly|from|apple|with|screen|would|choose|the|option|with|gb|of|storage"
"My next jacket would probably be bomber jacket. Black on the outside and orange on the inside. Kinda like the ones that were worn in the 90's.",2,"my|next|jacket|would|probably|be|bomber|jacket|black|on|the|outside|and|orange|on|the|inside|kinda|like|the|ones|that|were|worn|in|the"
"I want a light jacket with an internal lining that is very warm. If possible, I would look for one that has a fur hood since I especially like that type of material. It would also be great if the external layer is water-proof.",2,"want|light|jacket|with|an|internal|lining|that|is|very|warm|if|possible|would|look|for|one|that|has|fur|hood|since|especially|like|that|type|of|material|it|would|also|be|great|if|the|external|layer|is|water|proof"
"The new laptop will be black in colour and will be a mid-range cost.  It must have all the basic features but doesn't need to be one of the most up-to-date models",2,"the|new|laptop|will|be|black|in|colour|and|will|be|mid|range|cost|it|must|have|all|the|basic|features|but|doesn|need|to|be|one|of|the|most|up|to|date|models"
"I am planning to buy a HP Laptop, with plenty of memory on it, and I would like it to be able to play games on it.",2,"am|planning|to|buy|hp|laptop|with|plenty|of|memory|on|it|and|would|like|it|to|be|able|to|play|games|on|it"
"I need to have a touchscreen, I really loved my HP",2,"need|to|have|touchscreen|really|loved|my|hp"
"I need to buy a new jacket. I'll probably get a black one with loads of pockets. Something really thick so I don't get cold. ",2,"need|to|buy|new|jacket|ll|probably|get|black|one|with|loads|of|pockets|something|really|thick|so|don|get|cold"
"A long black coat that comes down to my knees, or just below. A coat that is somewhat fitted and comes in slightly at the waist, is warm and made of wool.",2,"long|black|coat|that|comes|down|to|my|knees|or|just|below|coat|that|is|somewhat|fitted|and|comes|in|slightly|at|the|waist|is|warm|and|made|of|wool"
"I would buy a Apple Mac laptop.. i would buy one of the latest so it would last longer ",2,"would|buy|apple|mac|laptop|would|buy|one|of|the|latest|so|it|would|last|longer"
"a similar type to the one lost as it had all the qualities I needed and want , warm , well sized , good quality and value for money",2,"similar|type|to|the|one|lost|as|it|had|all|the|qualities|needed|and|want|warm|well|sized|good|quality|and|value|for|money"
"I would look for a Windows 10 laptop nearer the top end of specification. I'd prefer an SSD and at least 8Gb of RAM",2,"would|look|for|windows|laptop|nearer|the|top|end|of|specification|prefer|an|ssd|and|at|least|gb|of|ram"
"I would buy a dark coloured jacket either navy or black which is waterproof or water resistant, it would have a zip and buttons, not one or the other and it would have a good that could be adjusted in size",2,"would|buy|dark|coloured|jacket|either|navy|or|black|which|is|waterproof|or|water|resistant|it|would|have|zip|and|buttons|not|one|or|the|other|and|it|would|have|good|that|could|be|adjusted|in|size"
"soemthing that is dark green and water proof but that is also stylish and warm with a hood ",2,"soemthing|that|is|dark|green|and|water|proof|but|that|is|also|stylish|and|warm|with|hood"
"I want a laptop that has a good battery life, looks good and is really reliable. My laptop is essential to my life so I don't mind paying that little bit extra for it.",2,"want|laptop|that|has|good|battery|life|looks|good|and|is|really|reliable|my|laptop|is|essential|to|my|life|so|don|mind|paying|that|little|bit|extra|for|it"
"I would choose an Hp brand that comes with a word or office program and is capable of vide gaming as well.",2,"would|choose|an|hp|brand|that|comes|with|word|or|office|program|and|is|capable|of|vide|gaming|as|well"
"I would choose a Belstaff made jacket, the current jacket I have is very good but I have lots of friends who have a Belstaff jacket and they say the jacket is a great make. ",2,"would|choose|belstaff|made|jacket|the|current|jacket|have|is|very|good|but|have|lots|of|friends|who|have|belstaff|jacket|and|they|say|the|jacket|is|great|make"
"I would choose a laptop with a quick processor, good memory storage (ROM and RAM) and a touch screen. I would make sure that it was a good keyboard and easy to use touchpad mouse.  I don't mind what brand it is although I'd prefer a well-known brand.  I'd want one that has good reviews.",2,"would|choose|laptop|with|quick|processor|good|memory|storage|rom|and|ram|and|touch|screen|would|make|sure|that|it|was|good|keyboard|and|easy|to|use|touchpad|mouse|don|mind|what|brand|it|is|although|prefer|well|known|brand|want|one|that|has|good|reviews"
"I would want to get an Apple Mac book pro laptop as everything I have is from Apple I would want them to be able to al sync together ",2,"would|want|to|get|an|apple|mac|book|pro|laptop|as|everything|have|is|from|apple|would|want|them|to|be|able|to|al|sync|together"
"I would buy the same exact laptop I am now using, which is a MacBook pro mainly because I am most familiar with it now. I will buy a silver color (though I'm not use if they even sell different colors), and 13 inches just because I find it to be comfortable. ",2,"would|buy|the|same|exact|laptop|am|now|using|which|is|macbook|pro|mainly|because|am|most|familiar|with|it|now|will|buy|silver|color|though|not|use|if|they|even|sell|different|colors|and|inches|just|because|find|it|to|be|comfortable"
"I would want a high-end MacBook Pro, as I use mine for work and need the high spec.",2,"would|want|high|end|macbook|pro|as|use|mine|for|work|and|need|the|high|spec"
"I would choose a laptop with a good screen, large RAM, great processor, and a good video card.",2,"would|choose|laptop|with|good|screen|large|ram|great|processor|and|good|video|card"
"A light, suede or leather effect (NOT real leather) jacket which sits on my hips.",2,"light|suede|or|leather|effect|not|real|leather|jacket|which|sits|on|my|hips"
"Warm, blue (likely) can go casual or suitable for work with a suit",2,"warm|blue|likely|can|go|casual|or|suitable|for|work|with|suit"
"I would choose a jacket that is warm and comfortable and stylish and not too expensive.",2,"would|choose|jacket|that|is|warm|and|comfortable|and|stylish|and|not|too|expensive"
"I would want a lightweight model that isn't too bulky. I would like a lot of storage space or at least the ability to add more space by connecting a hard drive to the laptop. I would want a good size screen but not too big. I would also require a fast connection to the internet and good speed generally when being used. Colour wise, I would prefer silver to black or white.",2,"would|want|lightweight|model|that|isn|too|bulky|would|like|lot|of|storage|space|or|at|least|the|ability|to|add|more|space|by|connecting|hard|drive|to|the|laptop|would|want|good|size|screen|but|not|too|big|would|also|require|fast|connection|to|the|internet|and|good|speed|generally|when|being|used|colour|wise|would|prefer|silver|to|black|or|white"
"I am looking for a thin but warm jacket that blocks some wind and has a hood. I would like it to be stylish and functional at the same time.",2,"am|looking|for|thin|but|warm|jacket|that|blocks|some|wind|and|has|hood|would|like|it|to|be|stylish|and|functional|at|the|same|time"
"I would choose a medium weight fleece jacket with a hood.  I would choose a black colored jacket.",2,"would|choose|medium|weight|fleece|jacket|with|hood|would|choose|black|colored|jacket"
"I would replace it with a macbook as I want a laptop which works fast and has a lot of storage. This laptop would be fashionable and can be linked up with other technology I currently own such as my mobile. ",2,"would|replace|it|with|macbook|as|want|laptop|which|works|fast|and|has|lot|of|storage|this|laptop|would|be|fashionable|and|can|be|linked|up|with|other|technology|currently|own|such|as|my|mobile"
"A short length light blue denim jacket which looks faded or worn",2,"short|length|light|blue|denim|jacket|which|looks|faded|or|worn"
"Since I live in London, I would want a warm thick jacket and I want it to be reputable, to have a good brand such as Nike or Adidas so perhaps I can show off.",2,"since|live|in|london|would|want|warm|thick|jacket|and|want|it|to|be|reputable|to|have|good|brand|such|as|nike|or|adidas|so|perhaps|can|show|off"
