ID|domain|text|USER_age|USER_gender|USER_domain_knowledge|KEYFACTS_annotator1|KEYFACTS_annotator2|KEYFACTS_annotator3|KEYFACTS_annotator4|KEYFACTS_annotation_by_2|KEYFACTS_IAA|KEYFACTS_segments|VAGUE_annotator1|VAGUE_annotator2|VAGUE_annotator3|VAGUE_annotator4|VAGUE_annotation_by_2|VAGUE_IAA|
501|laptop|MacBook in all white with a lot of memory and a wireless mouse|27|female|4|[['macbook', 0], ['in', 8], ['white', 15], ['lot', 28], ['of', 32], ['memory', 35], ['wireless', 48], ['mouse', 57]]|[['macbook', 0], ['white', 15], ['with', 21], ['a', 26], ['lot', 28], ['of', 32], ['memory', 35], ['and', 42], ['wireless', 48], ['mouse', 57]]|[['macbook', 0], ['white', 15], ['with', 21], ['lot', 28], ['of', 32], ['memory', 35], ['wireless', 48], ['mouse', 57]]||[['macbook', 0], ['white', 15], ['with', 21], ['lot', 28], ['of', 32], ['memory', 35], ['wireless', 48], ['mouse', 57]]|0.5502958579881657|['MacBook', 'wireless mouse', 'white', 'lot of memory']|[['a', 26], ['lot', 28]]|[['a', 26], ['lot', 28]]|[['lot', 28], ['of', 32]]||[['a', 26], ['lot', 28]]|0.6161616161616161|
502|laptop|I would mst likely wait save up money and go for a gaming laptop|18|male|6|[['gaming', 51], ['laptop', 58]]|[['gaming', 51], ['laptop', 58]]|[['gaming', 51]]||[['gaming', 51], ['laptop', 58]]|0.7783783783783784|['gaming laptop']|[['mst', 8], ['likely', 12]]|[['gaming', 51], ['laptop', 58]]|[]||[]|0.0|
505|laptop|I'd probably purchase a newer model as an 'upgrade'.|23|female|2|[['newer', 24], ['model', 30], ['as', 36]]|[['newer', 24], ['model', 30]]|[['newer', 24], ['model', 30], ['as', 36]]||[['newer', 24], ['model', 30], ['as', 36]]|0.8352272727272727|['newer model']|[['newer', 25]]|[['newer', 25], ['model', 31]]|[['newer', 25]]||[['newer', 25]]|0.7211538461538461|
506|laptop|An imac as it has to be light and long lasting. It has to be valued at a certain price but not too expensive |45|male|3|[['imac', 3], ['as', 8], ['light', 24], ['and', 30], ['long', 34], ['lasting', 39], ['certain', 73], ['price', 81], ['but', 87], ['not', 91], ['too', 95], ['expensive', 99]]|[['imac', 3], ['as', 8], ['light', 24], ['and', 30], ['long', 34], ['lasting', 39], ['certain', 73], ['price', 81], ['expensive', 99]]|[['imac', 3], ['light', 24], ['long', 34], ['lasting', 39], ['too', 95], ['expensive', 99]]||[['imac', 3], ['as', 8], ['light', 24], ['and', 30], ['long', 34], ['lasting', 39], ['certain', 73], ['price', 81], ['too', 95], ['expensive', 99]]|0.5909465020576132|['long lasting', 'light', 'imac', 'too expensive']|[['light', 24]]|[['light', 24], ['long', 34], ['certain', 73], ['too', 95], ['expensive', 99]]|[['light', 24], ['long', 34], ['lasting', 39], ['certain', 73], ['too', 95], ['expensive', 99]]||[['light', 24], ['long', 34], ['certain', 73], ['too', 95], ['expensive', 99]]|0.5069444444444444|
507|laptop|I want windows 10, decent memory and large screen (15.6ins)|67|female|5|[['windows', 7], ['10', 15], ['decent', 19], ['memory', 26], ['and', 33], ['large', 37], ['screen', 43], ['15', 51], ['6ins', 54]]|[['windows', 7], ['10', 15], ['decent', 19], ['memory', 26], ['large', 37], ['screen', 43], ['15', 51], ['6ins', 54]]|[['windows', 7], ['10', 15], ['decent', 19], ['memory', 26], ['large', 37], ['screen', 43], ['15', 51], ['6ins', 54]]||[['windows', 7], ['10', 15], ['decent', 19], ['memory', 26], ['large', 37], ['screen', 43], ['15', 51], ['6ins', 54]]|0.84|['large screen (15.6ins)', 'decent memory', 'windows 10']|[['decent', 20], ['large', 38]]|[['decent', 20]]|[['decent', 20], ['large', 38]]||[['decent', 20], ['large', 38]]|0.7714285714285715|
508|laptop|i'm planning to buy the new mac book pro in silver|23|female|4|[['new', 24], ['mac', 28], ['book', 32], ['pro', 37]]|[['new', 24], ['mac', 28], ['book', 32], ['pro', 37], ['silver', 44]]|[['new', 24], ['mac', 28], ['book', 32], ['pro', 37], ['silver', 44]]||[['new', 24], ['mac', 28], ['book', 32], ['pro', 37], ['silver', 44]]|0.8863636363636364|['mac book pro', 'new', 'silver']|[['new', 25]]|[['new', 25], ['mac', 29]]|[['new', 25]]||[['new', 25]]|0.7265625|
510|laptop|Alienware area 51m Would be my choice due to it being capable of doing both animation, rendering and gaming which is what I use my current laptop for. It's also much slimmer than my current and I've been looking for a replacement for a long time|22|diverse|5|[['alienware', 0], ['area', 10], ['51m', 15], ['would', 19], ['animation', 76], ['rendering', 87], ['and', 97], ['gaming', 101], ['which', 108], ['slimmer', 166], ['than', 174]]|[['alienware', 0], ['area', 10], ['51m', 15], ['animation', 76], ['rendering', 87], ['and', 97], ['gaming', 101], ['slimmer', 166], ['than', 174]]|[['alienware', 0], ['area', 10], ['51m', 15], ['animation', 76], ['rendering', 87], ['gaming', 101], ['which', 108], ['slimmer', 166]]||[['alienware', 0], ['area', 10], ['51m', 15], ['animation', 76], ['rendering', 87], ['and', 97], ['gaming', 101], ['which', 108], ['slimmer', 166], ['than', 174]]|0.8238916256157636|['Alienware area 51m', 'gaming', 'slimmer', 'animation', 'rendering']|[['animation', 76], ['rendering', 87], ['gaming', 101], ['much', 161], ['slimmer', 166]]|[['animation', 76], ['rendering', 87], ['gaming', 101], ['much', 161], ['slimmer', 166], ['long', 236]]|[['much', 161], ['slimmer', 166]]||[['animation', 76], ['rendering', 87], ['gaming', 101], ['much', 161], ['slimmer', 166]]|0.6641221374045801|
511|laptop|"It's depends on following reason When it comes to laptops, size matters. ...
Screen quality. Since you'll probably end up staring at your laptop screen hours at a time, you'll probably want to make sure you get a screen that is comfortable to look at and use.
Keyboard quality.
CPU.
RAM."|40|male|7|[['size', 59], ['matters', 64], ['screen', 76], ['quality', 83], ['comfortable', 227], ['to', 239], ['keyboard', 258], ['quality', 267], ['cpu', 275], ['ram', 279]]|[['size', 59], ['matters', 64], ['screen', 76], ['quality', 83], ['comfortable', 227], ['to', 239], ['look', 242], ['at', 247], ['and', 250], ['use', 254], ['keyboard', 258], ['quality', 267], ['cpu', 275], ['ram', 279]]|[['screen', 76], ['quality', 83], ['screen', 212], ['comfortable', 227], ['to', 239], ['look', 242], ['at', 247], ['keyboard', 258], ['quality', 267], ['cpu', 275], ['ram', 279]]||[['size', 59], ['matters', 64], ['screen', 76], ['quality', 83], ['comfortable', 227], ['to', 239], ['look', 242], ['at', 247], ['keyboard', 258], ['quality', 267], ['cpu', 275], ['ram', 279]]|0.7451612903225806|['CPU', 'Keyboard quality', 'RAM', 'Screen quality', 'comfortable', 'size']|[['quality', 85], ['comfortable', 229], ['quality', 270]]|[['comfortable', 229]]|[['comfortable', 229], ['to', 241], ['look', 244], ['at', 249]]||[['comfortable', 229]]|0.3460264900662251|
512|laptop|I would buy a Macbook Pro laptop as all of my current devices are Apple and I'd like to make sure all my devices work together |21|male|6|[['macbook', 14], ['pro', 22], ['laptop', 26]]|[['macbook', 14], ['pro', 22]]|[['macbook', 14], ['pro', 22], ['laptop', 26], ['devices', 105], ['work', 113], ['together', 118]]||[['macbook', 14], ['pro', 22], ['laptop', 26]]|0.5844155844155844|['Macbook Pro']|[['work', 113], ['together', 118]]|[]|[]||[]|0|
513|laptop|I'd want a decent laptop that's not too big cause I want to be able to carry it around with me. I suppose I'd also like it to be fairly powerful but that doesn't matter too much.|18|male|5|[['decent', 11], ['laptop', 18], ['not', 32], ['too', 36], ['big', 40], ['fairly', 129], ['powerful', 136], ['but', 145]]|[['decent', 11], ['laptop', 18], ['big', 40], ['powerful', 136]]|[['decent', 11], ['too', 36], ['big', 40], ['cause', 44], ['fairly', 129], ['powerful', 136]]||[['decent', 11], ['laptop', 18], ['too', 36], ['big', 40], ['fairly', 129], ['powerful', 136]]|0.6126984126984127|['decent', 'fairly powerful', 'too big']|[['decent', 11], ['too', 36], ['big', 40], ['carry', 71], ['it', 77], ['around', 80], ['fairly', 129], ['powerful', 136], ['too', 169]]|[['decent', 11], ['too', 36], ['big', 40], ['able', 63], ['to', 68], ['fairly', 129], ['too', 169]]|[['decent', 11], ['too', 36], ['big', 40], ['fairly', 129], ['powerful', 136]]||[['decent', 11], ['too', 36], ['big', 40], ['fairly', 129], ['powerful', 136], ['too', 169]]|0.5993265993265993|
514|laptop|I'd want a laptop with a touch screen and a keyboard, with a choice of colour for the outer case. It would have to be light enough to carry around comfortably, and sturdy. My budget would probably be around £400, and it would have to have fast processing speed and good memory, with Windows operating system and software supplied with it.|46|female|4|[['touch', 25], ['screen', 31], ['keyboard', 44], ['light', 118], ['enough', 124], ['comfortably', 147], ['sturdy', 164], ['400', 208], ['processing', 244], ['speed', 255], ['and', 261], ['good', 265], ['memory', 270], ['windows', 283], ['operating', 291]]|[['touch', 25], ['screen', 31], ['keyboard', 44], ['choice', 61], ['of', 68], ['colour', 71], ['outer', 86], ['case', 92], ['light', 118], ['budget', 175], ['400', 208], ['fast', 239], ['processing', 244], ['speed', 255], ['good', 265], ['memory', 270], ['windows', 283], ['operating', 291], ['system', 301], ['software', 312], ['supplied', 321]]|[['touch', 25], ['screen', 31], ['keyboard', 44], ['choice', 61], ['of', 68], ['colour', 71], ['light', 118], ['enough', 124], ['sturdy', 164], ['budget', 175], ['400', 208], ['fast', 239], ['processing', 244], ['speed', 255], ['good', 265], ['memory', 270], ['windows', 283], ['operating', 291], ['system', 301], ['software', 312], ['supplied', 321]]||[['touch', 25], ['screen', 31], ['keyboard', 44], ['choice', 61], ['of', 68], ['colour', 71], ['light', 118], ['enough', 124], ['sturdy', 164], ['budget', 175], ['400', 208], ['fast', 239], ['processing', 244], ['speed', 255], ['good', 265], ['memory', 270], ['windows', 283], ['operating', 291], ['system', 301], ['software', 312], ['supplied', 321]]|0.6477628178974568|['touch screen', 'keyboard', 'good memory', 'choice of colour', 'fast processing speed', '£400', 'light', 'Windows operating system', 'software supplied', 'sturdy', '']|[['light', 118], ['enough', 124], ['carry', 134], ['around', 140], ['comfortably', 147], ['sturdy', 164], ['probably', 188], ['fast', 239], ['good', 265]]|[['light', 118], ['sturdy', 164], ['around', 200], ['fast', 239], ['good', 265]]|[['light', 118], ['enough', 124], ['carry', 134], ['around', 140], ['comfortably', 147], ['sturdy', 164], ['probably', 188], ['fast', 239], ['good', 265]]||[['light', 118], ['enough', 124], ['carry', 134], ['around', 140], ['comfortably', 147], ['sturdy', 164], ['probably', 188], ['fast', 239], ['good', 265]]|0.7032608695652174|
515|laptop|The laptop would be lightweight with touchscreen capabilities. It would have enough storage space on it. The screen size would be 15 inches. It would have ventilation capabilities so it doesn't overheat. The price would be reasonable |22|female|3|[['lightweight', 20], ['with', 32], ['touchscreen', 37], ['capabilities', 49], ['enough', 77], ['storage', 84], ['space', 92], ['15', 130], ['inches', 133]]|[['lightweight', 20], ['with', 32], ['touchscreen', 37], ['capabilities', 49], ['enough', 77], ['storage', 84], ['space', 92], ['screen', 109], ['size', 116], ['15', 130], ['inches', 133], ['ventilation', 155], ['capabilities', 167], ['overheat', 194], ['price', 208], ['would', 214], ['reasonable', 223]]|[['lightweight', 20], ['touchscreen', 37], ['capabilities', 49], ['enough', 77], ['storage', 84], ['space', 92], ['on', 98], ['size', 116], ['15', 130], ['inches', 133], ['ventilation', 155], ['capabilities', 167], ['overheat', 194], ['price', 208], ['reasonable', 223]]||[['lightweight', 20], ['with', 32], ['touchscreen', 37], ['capabilities', 49], ['enough', 77], ['storage', 84], ['space', 92], ['size', 116], ['15', 130], ['inches', 133], ['ventilation', 155], ['capabilities', 167], ['overheat', 194], ['price', 208], ['reasonable', 223]]|0.6224523889074507|['ventilation capabilities', 'reasonable', '15 inches', 'enough storage space', 'touchscreen capabilities', 'lightweight', 'overheat', 'price']|[['lightweight', 20], ['enough', 77], ['reasonable', 223]]|[['lightweight', 20], ['enough', 77], ['reasonable', 223]]|[['lightweight', 20], ['enough', 77], ['reasonable', 223]]||[['lightweight', 20], ['enough', 77], ['reasonable', 223]]|1.0|
516|laptop|I would want a laptop with a touch screen, regular size screen, good battery life and memory. Okay for gaming and work purposes, perhaps one that can also turn into a tablet as well as a laptop as the one I have now. I would probably buy a Dell or HP, although if I had no budget I would buy a Mac|34|female|3|[['touch', 29], ['screen', 35], ['regular', 43], ['size', 51], ['screen', 56], ['good', 64], ['battery', 69], ['life', 77], ['and', 82], ['memory', 86], ['gaming', 103], ['and', 110], ['dell', 240], ['or', 245], ['hp', 248], ['mac', 294]]|[['touch', 29], ['screen', 35], ['regular', 43], ['size', 51], ['screen', 56], ['good', 64], ['battery', 69], ['life', 77], ['memory', 86], ['okay', 94], ['for', 99], ['gaming', 103], ['work', 114], ['purposes', 119], ['dell', 240], ['or', 245], ['hp', 248], ['mac', 294]]|[['touch', 29], ['screen', 35], ['regular', 43], ['size', 51], ['screen', 56], ['good', 64], ['battery', 69], ['life', 77], ['and', 82], ['memory', 86], ['gaming', 103], ['work', 114], ['turn', 155], ['into', 160], ['a', 165], ['tablet', 167], ['as', 174], ['dell', 240], ['hp', 248], ['mac', 294]]||[['touch', 29], ['screen', 35], ['regular', 43], ['size', 51], ['screen', 56], ['good', 64], ['battery', 69], ['life', 77], ['and', 82], ['memory', 86], ['gaming', 103], ['work', 114], ['dell', 240], ['or', 245], ['hp', 248], ['mac', 294]]|0.6885521885521886|['Mac', 'HP', 'good battery life and memory', 'touch screen', 'Dell', 'regular size screen', 'work', 'gaming']|[['regular', 43], ['good', 64], ['Okay', 94], ['gaming', 103], ['work', 114]]|[['regular', 43], ['good', 64], ['Okay', 94], ['gaming', 103], ['work', 114]]|[['regular', 43], ['good', 64], ['Okay', 94], ['for', 99], ['probably', 225]]||[['regular', 43], ['good', 64], ['Okay', 94], ['gaming', 103], ['work', 114]]|0.7115009746588694|
517|laptop|a laptop that can handle game graphics and it will be a acer as they are very good computers |40|female|5|[['handle', 18], ['game', 25], ['graphics', 30], ['acer', 56], ['as', 61]]|[['game', 25], ['graphics', 30], ['acer', 56], ['as', 61]]|[['handle', 18], ['game', 25], ['graphics', 30], ['acer', 56]]||[['handle', 18], ['game', 25], ['graphics', 30], ['acer', 56], ['as', 61]]|0.8041958041958042|['handle game graphics', 'acer']|[['game', 25], ['very', 73], ['good', 78]]|[['game', 25], ['graphics', 30], ['very', 73], ['good', 78]]|[['very', 73], ['good', 78]]||[['game', 25], ['very', 73], ['good', 78]]|0.7407407407407407|
518|laptop|"it would need to be a gaming laptop with really good graphics and wide screen
"|26|female|5|[['gaming', 22], ['laptop', 29], ['really', 41], ['good', 48], ['graphics', 53], ['wide', 66], ['screen', 71]]|[['gaming', 22], ['laptop', 29], ['good', 48], ['graphics', 53], ['wide', 66], ['screen', 71]]|[['gaming', 22], ['good', 48], ['graphics', 53], ['wide', 66], ['screen', 71]]||[['gaming', 22], ['laptop', 29], ['good', 48], ['graphics', 53], ['wide', 66], ['screen', 71]]|0.8189300411522633|['gaming laptop', 'good graphics', 'wide screen']|[['good', 48], ['wide', 66]]|[['good', 48]]|[['really', 41], ['good', 48], ['wide', 66], ['screen', 71]]||[['good', 48], ['wide', 66]]|0.5037593984962406|
519|laptop|Fast processing, good memory, light and with a decent screen size.  Potentially one that splits or can be versatile as a tablet. |37|female|2|[['fast', 0], ['processing', 5], ['good', 17], ['memory', 22], ['light', 30], ['and', 36], ['decent', 47], ['screen', 54], ['size', 61]]|[['fast', 0], ['processing', 5], ['good', 17], ['memory', 22], ['light', 30], ['decent', 47], ['screen', 54], ['size', 61], ['splits', 89], ['or', 96], ['can', 99], ['be', 103], ['versatile', 106], ['as', 116], ['a', 119], ['tablet', 121]]|[['fast', 0], ['processing', 5], ['good', 17], ['memory', 22], ['light', 30], ['decent', 47], ['screen', 54], ['size', 61], ['splits', 89], ['versatile', 106], ['as', 116], ['a', 119], ['tablet', 121]]||[['fast', 0], ['processing', 5], ['good', 17], ['memory', 22], ['light', 30], ['decent', 47], ['screen', 54], ['size', 61], ['splits', 89], ['versatile', 106], ['as', 116], ['a', 119], ['tablet', 121]]|0.450187969924812|['light', 'Fast processing', 'good memory', 'decent screen size', 'versatile as a tablet', 'splits']|[['Fast', 0], ['good', 17], ['light', 30], ['decent', 47], ['Potentially', 68], ['versatile', 106]]|[['Fast', 0], ['good', 17], ['light', 30], ['decent', 47]]|[['Fast', 0], ['good', 17], ['decent', 47], ['Potentially', 68]]||[['Fast', 0], ['good', 17], ['light', 30], ['decent', 47], ['Potentially', 68]]|0.7288629737609329|
