Id,title,handle,body_html,tags
28,4 Leaf Clover Studs - Silver,4-leaf-clover-studs-silver,"Double clover studs in silver from 4 leaf Clover series for those who prefer is simple and dainty. The studs have push back closure. The inside clover is studded with beautiful texture green malachite.Malachite. This lovely green textured mineral absorbs all negative energy and helps in stimulating heart &amp; throat chakras. Green crystals work on regeneration bringing success in new ventures.Four leaf clover is rarely found in nature. It is believed to bring 'Good Luck' to its possessor. Each of the 4 leaves of clover represents a different quality. The first leaf representing hope, the second faith, the third leaf is for love and the fourth one brings good luck to its finder. Representation of this in the form of amulets makes a perfect piece of jewel to own. Length: 16mmWidth: 16mmBig hollow clover frame: 16mm*16mm (length * width)Small green clovers including frame: 9mm*9mm (length * width)Base metal: sterling silver.Stone used: green Malachite (Origin - South Africa)Product Weight: 4.05gmsNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{Jewellery,"" Jewelry"","" Silver Jewellery""}"
29,4 Photo Personalised Notebook,4-photo-personalised-notebook,"It's a great gift for someone special. Whether or not, the person likes to maintain a journal, whether or not they are an aspiring writer, this notebook is sure to please them right away. An ideal gift, the spiral bound notebook features a luxury full colour glossy cover. It is available in two sizes - 148 x 210 mm (A5 size ) and 210 x 297 mm (A4 size) each consisting of 50 pages. Customise it with the sender's name to add a personal touch to the gift.Available in two sizes - 148 x 210 mm (A5 size ) &amp; 210 x 297 mm (A4 size)50 pagesFull colour glossy front cover Dimensions: 148 x 210 mm (A5 size ) and 210 x 297 mm (A4 size) Material: Paper Plain Product Weight: 145 gm Package Weight: 310 gm Number of Items: 1 Marketed By: Giftcart Ecommerce Pvt Ltd Customer Care: +91-9910644899 Email: cx@giftcart.com Country of Origin: India","{""COD - GBGT"","" Notebooks""}"
30,40 Years of Being Awesome Cushion,40-years-of-being-awesome-cushion,"Elevate your home d‚cor with our beautifully designed cushions that combine comfort and style effortlessly. Made from high-quality fabric and featuring eye-catching prints, these cushions are perfect for adding a cozy touch to your living room, bedroom, or any nook that needs a little charm. Whether placed on a couch, bed, or chair, they bring warmth and character to any space. Soft, durable, and aesthetically pleasing?these cushions are a simple way to refresh your interiors.Fabric cover -ÿMaterial Available: Polyester canvas and velvetFabric filling:ÿHigh-Quality Conjugated Fibre FillerDimension:ÿ30 x 30 cm (12x12)Stitching -ÿEnvelop Backing | Outline Seam Stitch | Interlocked from inside.Filler instruction-ÿCushion Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with your hand. The cushion will soon retain its shape.ÿCare instruction -ÿHand wash normally in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Product Weight:250 gmPackage Weight:260 gmNumber of Items:ÿ1Marketed By :ÿGiftcart Ecommerce Pvt LtdCustomer Care:+91-9910644899Email:ÿcx@giftcart.comCountry of Origin: India","{""Out of stock""}"
31,40th Wedding Anniversary Clock,40th-wedding-anniversary-round-acrylic-clock,"Cherish your love memories with this romantic wall clock made in wooden material and express your love with this absolutely cool wall clock that looks more like an antique piece. Our clocks are made of medium density fibre board and in square and round shapes. Our clocks are made of medium density fibre board and in square and round shapesDimensions: Square: 20 x 20 cm; Thickness: 3 mm Round: 20 cm (Diameter); Thickness:6mm a perfect romantic gift for your partner, husband, wife for your anniversary Material: MDF &amp; Acrylic Product Weight: 800 gmPackage Weight: 900 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{Clocks,"" COD - GBGT"","" Personalised Gifts""}"
32,4700 bc BBQ popcorn,gc10,"This product is not available for standalone purchase. It can only be added as an add-on with other items.Dimensions: 16 x 11 x 16.5 CentimetersIngredients: ‎Popping corn (70%), Edible vegetable oil (Rice bran, Sunflower &amp; Olive oil), Mixed Spices, iodised salt, Anti-Oxidant (E319), Acidity Regulator (E330), Anti foaming Agent (E900a), Emulsifier (E471)Product Weight: 600 GramsPackage Weight: 800 GramsNumber of Items: 1Marketed By: Giftcart Ecommerce Pvt LtdCustomer Care: +91-9910644899Email: cx@giftcart.comCountry of Origin: India","{""Add On Product""}"
33,50 Reasons To Make You Happy,50-reasons-to-make-you-happy,"This simple yet cute gift is a perfect surprise for someone special. Send him or her 11 of the most romantic messages, held in a glass jar on the Jar with 50 printed chits Can be personalized. 1 small heart cushionProduct Weight:Â 400gmPackage Weight:Â 460gmNumber of Items:Â 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email :Â cx@giftcart.comCountry of Origin: India Â","{""COD - GBGT"","" Couple"","" Husband"","" Message in a bottle"","" Wife""}"
34,50 Years Together Anniversary Set of 2 Coffee Mug,50-years-together-anniversary-set-of-2-coffee-mug,"Celebrate your special bond with this charming mug set, perfect for commemorating anniversaries and shared memories. Crafted to bring joy, these mugs are a delightful addition to any couple's kitchen. Features: Dishwasher &amp; Microwave Safe | Non Toxic | BPA Free | Environment Friendly | Reusable and Odorless| 2 Layered Thermocol Safe Packaging.Please Note: *Colour of the actual product may slightly vary due to different photographic lighting sources or your display color settings.Utility: Gift Anniversary | Gifts for Husband | Gifts for Wife | Couple Gifts Dishwasher Safe: YesMicrowave Safe: YesCapacity: 300 ml eachDimensions: 7 x 10 cmMaterial: CeramicProduct Weight: 325 gm eachPackage Weight: 433 gm eachNumber of Items: 2Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Coffee Mugs"","" set of 2 coffee mug""}"
35,50th Wedding Anniversary Ceramic Coffee Mug Gift,50th-wedding-anniversary-ceramic-coffee-mug-gift,"This elegant 300 ml ceramic mug, available in both glossy and matte finishes, is perfect for a warm beverage at any time of the day. Its compact size (10x7 cm) and ceramic material make it both stylish and practical for daily use. Ceramic Material: Made from high-quality ceramic, ensuring durability and resistance to chipping, ideal for everyday use. Dual Finish Options: Available in both glossy and matte finishes, offering a choice between a sleek, polished look or a subtle, modern matte appearance. Compact and Convenient: Its 300 ml capacity and compact size make it easy to hold and fit into standard cup holders, perfect for home, office, or travel. Utility: This mug is perfect for adding a touch of sophistication to your daily routine, whether at home or in the office. Its ceramic construction ensures a pleasant drinking experience and makes it an ideal gift for family, friends, or colleagues who appreciate fine drinkware. Please Note: *Colour of the actual product may slightly vary due to different photographic lighting sources or your display color settings. Dishwasher Safe: YesMicrowave Safe: YesCapacity: 300 mlDimensions: 7 x 10 cmMaterial: CeramicProduct Weight: 325 gmPackage Weight: 433 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Coffee Mugs"","" golden mug"","" Husband"","" Wife""}"
36,6 Exotic Purple Orchids Bouquet,6-exotic-purple-orchids-bouquet,"A Rundown By Us: A bunch of flowers wrapped in a form of a bouquet looks delightful. A ribbon is added above the sheet so that the ribbon can be glorified. Read More What we'll provide: Six Purple Orchids Seasonal Fillers Packing with Brown Paper Tied with Pink Ribbon Notes: Since flowers are perishable in nature, we will be able to attempt delivery of your order only once. This product is hand delivered and will not be delivered along with courier products. Occasionally, substitution of flowers is necessary due to temporary and/or regional unavailability issues. Don’t place the flower arrangement under direct sunlight or near any other source of excessive heat. If any petal gets damaged, then remove it from the flower.Number of Items: 1 Bouquet (Six Purple Orchids)Marketed By: Giftcart Ecommerce Pvt LtdCustomer Care: +91-9910644899Email: cx@giftcart.comCountry of Origin: India All major pincodes of the selected city are covered, however if your pincode is on city outskirts then please check with our customer care if your area is serviceable by our flower delivery network","{bestseller,"" Bestsellers"","" Couple"","" Flower""}"
37,7 Days of Love Coupon Book For Her,7-days-of-love-coupon-book-for-her,"Something' that could be cherished by your honey for 7 days- one by one! The set comes packed in pretty envelope and includes 7 A7 size coupons and a cover page printed on glossy card stock paper. Each coupon is redeemable for a special gift, even or favour for your partner to enjoy. This thoughtful and affordable gift is definitely a creative way to shower your special someone with love. What are love coupons? A love coupon is a romantic way to say I love you. It is a form of notes/coupons that contains a romantic promise engaging inin a romantic activity at a time in the future. The coupons include: 1 Cover page 1 Icream date 1 Smooch 1 Facebook wall post 1 Tasty treat 1 Naughty request 1 Yes day 1 Intimate fantasyRomantic theme , Coupons for her , Set of 7 , Includes a cover page , Printed on glossy card stock paper , Coupon dimensions: A7 , Comes in an envelope. Product Weight: 50gmPackage Weight: 100gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Coupons Book""}"
38,7 Days of Love Coupon book For Him,7-days-of-love-coupon-book-for-him,"A great romantic one of a kind gift for your special guy. The set comes packed in pretty envelope and includes 7 A7 size coupons and a cover page printed on glossy card stock paper. Each coupon is redeemable for a special gift, even or favour for your partner to enjoy. This thoughtful and affordable gift is definitely a creative way to shower your special someone with love.What are love coupons? A love coupon is a romantic way to say I love you. It is a form of notes/coupons that contains a romantic promise engaging inin a romantic activity at a time in the future. The coupons include: 1 Cover page 1 Icream date 1 Smooch 1 Facebook wall post 1 Tasty treat 1 Naughty request 1 Yes day 1 Intimate fantasyRomantic theme , Coupons for him , Set of 7 , Includes a cover page , Printed on glossy card stock paper , Coupon dimensions: A7 , Comes in an envelope. Product Weight: 50gmPackage Weight: 100gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email :Â cx@giftcart.comCountry of Origin: India Â","{""COD - GBGT"","" Couple"","" Coupons Book""}"
39,925 Silver Green Foliage Dangling Earrings,925-silver-green-foliage-925-silver-dangling-earrings,"Encompassed with exquisite artistry, these 925 silver dangling earrings embody nature's verdant beauty. Each earring features delicate foliage intricately carved into the silver, capturing the essence of a green leaves. The vibrant green hue of the stone adds a touch of freshness and vitality, while the silver dangling intricate design lends a timeless elegance. These earrings sway gracefully with every movement, creating a mesmerising effect The craftsmanship is evident in the fine details of the foliage, which seem to come to life as they catch the light. Designed to adorn the wearer with elegance, these earrings are perfect for both casual and formal occasions. Whether paired with a flowing summer dress for a garden party or with an evening gown for a gala event, they add a touch of sophistication and charm to any ensemble. The 925 silver ensures durability and longevity, making these earrings a timeless addition to any jewellery collection. Utility: These beautiful earrings are more than mere accessories, perfect for any occasion. Gift them to your sister as a symbol of your bond, to your mother as a testament of gratitude, or to your wife to elevate her everyday elegance. Versatile enough for casual or formal wear, they add a touch of nature's beauty to any ensemble. Celebrate Diwali in style or make Valentine's Day memorable by presenting them as a heartfelt gesture. Whether from a husband or a boyfriend, these earrings embody thoughtfulness and love. Metal: 925 Sterling SilverCategory: EarringsColour: SilverEarrings Approx. Weight: 5.15 GramsTotal Stones: 4Gemstone: Green Onyx, PearlDimensions (LxW): 5x1.34 cmNumber of Items:1Marketed By : Giftcart E-commerce Pvt LtdCustomer Care:+91-9910644899Email: cx@giftcart.comCountry of Origin: India",{Jewelry}
